,id,filepath,label
313,reggae,reggae/reggae.00047.au,8
319,reggae,reggae/reggae.00049.au,8
337,reggae,reggae/reggae.00072.au,8
355,reggae,reggae/reggae.00028.au,8
371,reggae,reggae/reggae.00068.au,8
372,reggae,reggae/reggae.00026.au,8
404,reggae,reggae/reggae.00088.au,8
409,reggae,reggae/reggae.00037.au,8
411,reggae,reggae/reggae.00052.au,8
416,reggae,reggae/reggae.00089.au,8
431,reggae,reggae/reggae.00050.au,8
433,reggae,reggae/reggae.00098.au,8
436,reggae,reggae/reggae.00065.au,8
439,reggae,reggae/reggae.00046.au,8
457,reggae,reggae/reggae.00039.au,8
466,reggae,reggae/reggae.00005.au,8
472,reggae,reggae/reggae.00078.au,8
477,reggae,reggae/reggae.00030.au,8
487,reggae,reggae/reggae.00044.au,8
504,reggae,reggae/reggae.00020.au,8
525,reggae,reggae/reggae.00054.au,8
533,reggae,reggae/reggae.00031.au,8
545,reggae,reggae/reggae.00082.au,8
548,reggae,reggae/reggae.00010.au,8
562,reggae,reggae/reggae.00041.au,8
566,reggae,reggae/reggae.00067.au,8
588,reggae,reggae/reggae.00083.au,8
612,reggae,reggae/reggae.00060.au,8
621,reggae,reggae/reggae.00002.au,8
626,reggae,reggae/reggae.00023.au,8
627,reggae,reggae/reggae.00090.au,8
633,reggae,reggae/reggae.00016.au,8
640,reggae,reggae/reggae.00048.au,8
641,reggae,reggae/reggae.00094.au,8
647,reggae,reggae/reggae.00099.au,8
654,reggae,reggae/reggae.00064.au,8
662,reggae,reggae/reggae.00066.au,8
672,reggae,reggae/reggae.00006.au,8
688,reggae,reggae/reggae.00027.au,8
695,reggae,reggae/reggae.00003.au,8
698,reggae,reggae/reggae.00019.au,8
703,reggae,reggae/reggae.00056.au,8
716,reggae,reggae/reggae.00061.au,8
718,reggae,reggae/reggae.00059.au,8
724,reggae,reggae/reggae.00058.au,8
734,reggae,reggae/reggae.00051.au,8
744,reggae,reggae/reggae.00086.au,8
745,reggae,reggae/reggae.00007.au,8
747,reggae,reggae/reggae.00076.au,8
749,reggae,reggae/reggae.00000.au,8
753,reggae,reggae/reggae.00012.au,8
765,reggae,reggae/reggae.00043.au,8
784,reggae,reggae/reggae.00087.au,8
806,reggae,reggae/reggae.00055.au,8
822,reggae,reggae/reggae.00062.au,8
844,reggae,reggae/reggae.00021.au,8
851,reggae,reggae/reggae.00024.au,8
852,reggae,reggae/reggae.00057.au,8
853,reggae,reggae/reggae.00084.au,8
854,reggae,reggae/reggae.00008.au,8
863,reggae,reggae/reggae.00070.au,8
864,reggae,reggae/reggae.00074.au,8
867,reggae,reggae/reggae.00097.au,8
868,reggae,reggae/reggae.00079.au,8
882,reggae,reggae/reggae.00001.au,8
1,rock,rock/rock.00030.au,9
8,rock,rock/rock.00045.au,9
12,rock,rock/rock.00096.au,9
33,rock,rock/rock.00070.au,9
53,rock,rock/rock.00033.au,9
55,rock,rock/rock.00098.au,9
62,rock,rock/rock.00013.au,9
69,rock,rock/rock.00051.au,9
82,rock,rock/rock.00074.au,9
83,rock,rock/rock.00061.au,9
85,rock,rock/rock.00035.au,9
94,rock,rock/rock.00083.au,9
104,rock,rock/rock.00087.au,9
110,rock,rock/rock.00085.au,9
112,rock,rock/rock.00029.au,9
151,rock,rock/rock.00060.au,9
156,rock,rock/rock.00076.au,9
157,rock,rock/rock.00079.au,9
162,rock,rock/rock.00037.au,9
166,rock,rock/rock.00049.au,9
167,rock,rock/rock.00044.au,9
180,rock,rock/rock.00012.au,9
181,rock,rock/rock.00023.au,9
199,rock,rock/rock.00059.au,9
200,rock,rock/rock.00038.au,9
220,rock,rock/rock.00032.au,9
235,rock,rock/rock.00077.au,9
245,rock,rock/rock.00001.au,9
261,rock,rock/rock.00020.au,9
265,rock,rock/rock.00088.au,9
269,rock,rock/rock.00062.au,9
274,rock,rock/rock.00055.au,9
283,rock,rock/rock.00019.au,9
288,rock,rock/rock.00089.au,9
291,rock,rock/rock.00084.au,9
293,rock,rock/rock.00011.au,9
339,rock,rock/rock.00069.au,9
349,rock,rock/rock.00005.au,9
359,rock,rock/rock.00024.au,9
369,rock,rock/rock.00034.au,9
374,rock,rock/rock.00040.au,9
389,rock,rock/rock.00091.au,9
390,rock,rock/rock.00027.au,9
391,rock,rock/rock.00008.au,9
397,rock,rock/rock.00006.au,9
415,rock,rock/rock.00054.au,9
445,rock,rock/rock.00082.au,9
446,rock,rock/rock.00025.au,9
451,rock,rock/rock.00043.au,9
459,rock,rock/rock.00026.au,9
464,rock,rock/rock.00048.au,9
484,rock,rock/rock.00094.au,9
506,rock,rock/rock.00002.au,9
539,rock,rock/rock.00016.au,9
546,rock,rock/rock.00071.au,9
550,rock,rock/rock.00014.au,9
553,rock,rock/rock.00015.au,9
563,rock,rock/rock.00099.au,9
569,rock,rock/rock.00092.au,9
592,rock,rock/rock.00042.au,9
613,rock,rock/rock.00080.au,9
617,rock,rock/rock.00078.au,9
619,rock,rock/rock.00072.au,9
628,rock,rock/rock.00073.au,9
642,rock,rock/rock.00022.au,9
646,rock,rock/rock.00093.au,9
653,rock,rock/rock.00010.au,9
663,rock,rock/rock.00039.au,9
671,rock,rock/rock.00066.au,9
683,rock,rock/rock.00056.au,9
684,rock,rock/rock.00095.au,9
691,rock,rock/rock.00018.au,9
710,rock,rock/rock.00097.au,9
713,rock,rock/rock.00047.au,9
723,rock,rock/rock.00050.au,9
742,rock,rock/rock.00052.au,9
774,rock,rock/rock.00004.au,9
776,rock,rock/rock.00009.au,9
788,rock,rock/rock.00090.au,9
789,rock,rock/rock.00000.au,9
794,rock,rock/rock.00063.au,9
799,rock,rock/rock.00058.au,9
802,rock,rock/rock.00067.au,9
807,rock,rock/rock.00017.au,9
824,rock,rock/rock.00064.au,9
832,rock,rock/rock.00081.au,9
836,rock,rock/rock.00075.au,9
843,rock,rock/rock.00036.au,9
855,rock,rock/rock.00021.au,9
858,rock,rock/rock.00041.au,9
889,rock,rock/rock.00003.au,9
892,rock,rock/rock.00046.au,9
894,rock,rock/rock.00007.au,9
896,rock,rock/rock.00057.au,9
